,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-03-21-21-syracuse,71.4,20,18.2,4,111.3,75.9,22,0.692,52,0.538,28,0.173,9,0.667,6,13,200,125.8,39.1,9,17,78,9,11.3,7,0.654,34,0.471,16,59.6,31,0.693,17.7,12,18,0.667,12,0.606,20,"March 21, 2019",57.1,12,22.2,4,125.8,60.9,14,0.529,51,0.412,21,0.353,18,0.833,15,14,200,111.3,24.1,7,14,69,8,8.1,5,0.569,29,0.414,12,40.4,21,0.579,18.1,13,22,0.409,9,0.588,20,"Vivint Smart Home Arena, Salt Lake City, Utah",SYRACUSE,Syracuse,62.4,Away,BAYLOR,Baylor
2015-03-20-albany-ny,40.0,10,16.7,6,98.4,69.4,25,0.5,57,0.439,25,0.281,16,0.75,12,10,200,113.1,41.9,13,14,69,3,8.2,5,0.421,24,0.292,7,56.7,38,0.534,12.3,9,33,0.545,18,0.697,23,"March 20, 2015",65.2,15,3.0,1,113.1,58.1,18,0.443,61,0.377,23,0.164,10,0.6,6,9,200,98.4,30.6,11,16,60,14,9.8,6,0.41,25,0.32,8,43.3,29,0.456,9.7,7,36,0.417,15,0.727,24,"Nationwide Arena, Columbus, Ohio",ALBANY-NY,Albany (NY),61.2,Away,OKLAHOMA,Oklahoma
2016-03-17-kentucky,50.0,10,6.0,3,114.9,67.9,19,0.283,76,0.263,20,0.237,18,0.778,14,7,200,77.0,38.5,20,14,57,13,8.1,6,0.171,13,0.231,3,48.8,39,0.337,12.5,12,63,0.27,17,0.788,26,"March 17, 2016",42.4,14,23.8,15,77.0,61.5,32,0.556,63,0.524,33,0.27,17,0.882,15,8,200,114.9,32.1,9,17,85,4,12.2,9,0.206,13,0.308,4,51.3,41,0.598,12.4,10,50,0.58,29,0.771,27,"Wells Fargo Arena, Des Moines, Iowa",STONY-BROOK,Stony Brook,74.3,Home,KENTUCKY,Kentucky
2017-03-16-purdue,77.8,21,2.5,1,123.1,65.5,19,0.525,61,0.443,27,0.164,10,0.6,6,6,200,107.7,22.2,8,17,70,13,9.2,6,0.443,27,0.37,10,41.5,27,0.532,8.4,6,34,0.5,17,0.829,29,"March 16, 2017",51.6,16,17.6,6,107.7,77.8,28,0.592,60,0.517,31,0.233,14,0.643,9,7,200,123.1,34.5,10,15,80,4,3.1,2,0.333,20,0.45,9,58.5,38,0.6,13.1,10,40,0.55,22,0.788,26,"BMO Harris Bradley Center, Milwaukee, Wisconsin",VERMONT,Vermont,65.2,Home,PURDUE,Purdue
2019-03-21-14-florida-state,39.1,9,7.0,3,107.0,74.3,26,0.585,53,0.434,23,0.245,13,0.538,7,7,200,97.2,12.9,4,27,69,13,2.8,2,0.604,32,0.5,16,45.5,30,0.583,21.4,16,21,0.333,7,0.794,27,"March 21, 2019",28.6,6,19.0,4,97.2,87.1,27,0.409,55,0.382,21,0.673,37,0.838,31,7,200,107.0,25.7,9,18,76,4,12.7,9,0.218,12,0.25,3,54.5,36,0.524,8.9,7,43,0.419,18,0.8,28,"XL Center, Hartford, Connecticut",VERMONT,Vermont,70.9,Home,FLORIDA-STATE,Florida State
2015-03-19-southern-methodist,50.0,10,12.8,5,92.2,72.2,26,0.532,47,0.426,20,0.298,14,0.714,10,13,200,93.8,23.3,7,17,60,11,6.3,4,0.426,20,0.5,10,50.0,33,0.559,25.3,18,27,0.37,10,0.618,21,"March 19, 2015",60.0,12,14.8,4,93.8,76.7,23,0.427,55,0.364,20,0.364,20,0.6,12,7,200,92.2,27.8,10,14,59,6,17.2,11,0.291,16,0.438,7,50.0,33,0.457,12.4,9,39,0.333,13,0.794,27,"KFC Yum! Center, Louisville, Kentucky",SOUTHERN-METHODIST,SMU,64.1,Away,UCLA,UCLA
2016-03-18-saint-josephs,46.4,13,17.6,6,125.8,70.4,19,0.6,55,0.509,28,0.236,13,0.769,10,11,200,122.6,29.6,8,15,76,9,4.8,3,0.436,24,0.417,10,50.0,27,0.621,10.3,7,31,0.581,18,0.667,22,"March 18, 2016",46.4,13,12.9,4,122.6,70.4,19,0.56,58,0.483,28,0.293,17,0.765,13,7,200,125.8,29.6,8,18,78,8,6.5,4,0.414,24,0.375,9,50.0,27,0.59,8.4,6,34,0.559,19,0.8,28,West - First Round,CINCINNATI,Cincinnati,62.1,Home,SAINT-JOSEPHS,St. Joseph's
2016-03-18-iowa,40.0,12,7.3,3,100.0,76.1,35,0.485,66,0.455,30,0.136,9,0.667,6,12,225,97.2,28.6,10,21,70,10,2.8,2,0.273,18,0.222,4,55.6,45,0.498,14.6,12,48,0.542,26,0.636,21,"March 18, 2016",54.2,13,6.3,3,97.2,71.4,25,0.399,69,0.348,24,0.319,22,0.773,17,10,225,100.0,23.9,11,15,72,7,8.3,6,0.406,28,0.25,7,44.4,36,0.453,3.7,3,41,0.415,17,0.688,22,"Barclays Center, Brooklyn, New York",TEMPLE,Temple,63.9,Home,IOWA,Iowa
2017-03-17-southern-methodist,58.3,14,11.8,4,110.2,67.7,21,0.56,50,0.48,24,0.28,14,0.714,10,9,200,111.9,32.1,9,16,66,11,8.5,5,0.56,28,0.286,8,50.8,30,0.583,15.1,10,22,0.727,16,0.743,26,"March 17, 2017",45.8,11,0.0,0,111.9,67.9,19,0.5,57,0.421,24,0.193,11,0.727,8,5,200,110.2,32.3,10,15,65,6,8.5,5,0.404,23,0.391,9,49.2,29,0.522,11.5,8,34,0.441,15,0.857,30,"BOK Center, Tulsa, Oklahoma",SOUTHERN-METHODIST,SMU,58.9,Away,SOUTHERN-CALIFORNIA,USC
2018-03-16-13-wichita-state,39.3,11,11.1,4,101.4,59.5,22,0.542,60,0.467,28,0.367,22,0.727,16,10,200,109.5,16.1,5,15,81,13,16.2,12,0.383,23,0.391,9,39.7,27,0.575,11.4,9,37,0.514,19,0.714,25,"March 16, 2018",63.0,17,2.7,1,109.5,83.9,26,0.477,65,0.415,27,0.262,17,0.765,13,8,200,101.4,40.5,15,18,75,4,5.4,4,0.446,29,0.276,8,60.3,41,0.513,17.1,15,36,0.528,19,0.758,25,"Viejas Arena, San Diego, California",WICHITA-STATE,Wichita State,73.8,Away,MARSHALL,Marshall
2019-03-22-12-cincinnati,51.7,15,2.6,1,104.3,68.6,24,0.651,53,0.547,29,0.302,16,0.625,10,11,200,114.5,19.0,4,15,79,10,1.4,1,0.415,22,0.5,11,50.0,28,0.652,18.9,14,31,0.581,18,0.676,23,"March 22, 2019",32.1,9,6.5,2,114.5,81.0,17,0.477,65,0.431,28,0.215,14,0.714,10,7,200,104.3,31.4,11,18,72,7,5.8,4,0.415,27,0.222,6,50.0,28,0.502,7.8,6,38,0.579,22,0.8,28,"Nationwide Arena, Columbus, Ohio",CINCINNATI,Cincinnati,68.6,Away,IOWA,Iowa
2016-03-15-florida-gulf-coast,69.6,16,2.9,1,118.5,72.7,24,0.386,70,0.329,23,0.257,18,0.611,11,15,200,80.2,16.0,8,26,65,16,11.1,9,0.329,23,0.348,8,38.6,32,0.414,10.4,9,47,0.319,15,0.545,18,"March 15, 2016",79.4,27,8.5,4,80.2,84.0,42,0.667,57,0.596,34,0.596,34,0.588,20,13,200,118.5,27.3,9,18,96,16,7.4,6,0.404,23,0.348,8,61.4,51,0.656,20.0,18,34,0.765,26,0.618,21,"University of Dayton Arena, Dayton, Ohio",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,80.9,Home,FLORIDA-GULF-COAST,Florida Gulf Coast
2016-03-17-north-carolina,40.0,10,9.8,5,115.3,61.0,25,0.448,58,0.431,25,0.414,24,0.625,15,14,200,93.1,34.4,11,19,67,16,8.3,6,0.19,11,0.182,2,49.3,36,0.483,17.0,14,47,0.489,23,0.6,21,"March 17, 2016",41.9,13,21.3,10,93.1,65.6,21,0.479,72,0.431,31,0.264,19,0.737,14,6,200,115.3,39.0,16,19,83,1,11.1,8,0.292,21,0.333,7,50.7,37,0.512,8.0,7,51,0.471,24,0.829,29,"PNC Arena, Raleigh, North Carolina",FLORIDA-GULF-COAST,Florida Gulf Coast,72.2,Home,NORTH-CAROLINA,UNC
2017-03-16-florida-state,62.1,18,2.4,1,102.4,73.9,17,0.471,70,0.414,29,0.286,20,0.7,14,8,200,95.2,10.5,4,23,80,14,7.1,6,0.4,28,0.286,8,34.4,21,0.503,11.3,10,42,0.5,21,0.765,26,"March 16, 2017",53.3,16,21.4,9,95.2,89.5,34,0.574,54,0.556,30,0.722,39,0.615,24,8,200,102.4,26.1,6,19,86,3,10.7,9,0.241,13,0.154,2,65.6,40,0.593,18.4,16,41,0.683,28,0.765,26,"Amway Center, Orlando, Florida",FLORIDA-GULF-COAST,Florida Gulf Coast,84.0,Home,FLORIDA-STATE,Florida State
2018-03-16-14-north-carolina,60.9,14,5.3,2,109.1,68.8,22,0.414,64,0.359,23,0.234,15,0.867,13,10,200,85.7,14.3,6,18,66,15,11.7,9,0.438,28,0.25,7,37.8,28,0.464,15.6,13,36,0.444,16,0.697,23,"March 16, 2018",61.3,19,5.6,2,85.7,85.7,36,0.592,60,0.517,31,0.3,18,0.722,13,10,200,109.1,31.3,10,17,84,2,10.4,8,0.367,22,0.409,9,62.2,46,0.613,20.9,18,38,0.579,22,0.722,26,"Spectrum Center, Charlotte, North Carolina",LIPSCOMB,Lipscomb,77.3,Home,NORTH-CAROLINA,UNC
2015-03-20-indiana,36.0,9,16.2,6,107.0,65.7,23,0.426,61,0.41,25,0.557,34,0.853,29,4,200,114.1,32.4,11,17,81,7,12.7,9,0.213,13,0.154,2,49.3,34,0.525,8.4,7,48,0.479,23,0.879,29,"March 20, 2015",41.7,10,6.3,3,114.1,67.6,23,0.5,59,0.407,24,0.339,20,0.85,17,14,200,107.0,34.3,12,26,76,10,4.2,3,0.373,22,0.5,11,50.7,35,0.555,16.1,13,37,0.351,13,0.588,20,"CenturyLink Center, Omaha, Nebraska",INDIANA,Indiana,71.3,Away,WICHITA-STATE,Wichita State
2015-03-19-cincinnati,50.0,13,2.0,1,93.0,73.2,30,0.389,72,0.361,26,0.208,15,0.6,9,13,225,91.5,43.2,19,18,65,9,7.0,5,0.361,26,0.154,4,57.6,49,0.411,13.2,12,46,0.478,22,0.618,21,"March 19, 2015",36.0,9,10.9,5,91.5,56.8,25,0.443,61,0.41,25,0.344,21,0.571,12,10,225,93.0,26.8,11,16,66,8,11.3,8,0.164,10,0.4,4,42.4,36,0.465,11.4,9,51,0.412,21,0.697,23,"KFC Yum! Center, Louisville, Kentucky",PURDUE,Purdue,62.7,Home,CINCINNATI,Cincinnati
2016-03-16-michigan,40.0,10,14.7,5,101.5,76.5,26,0.473,56,0.446,25,0.268,15,0.6,9,12,200,93.9,21.9,7,15,62,11,7.6,5,0.268,15,0.2,3,50.0,33,0.491,13.8,10,41,0.537,22,0.625,20,"March 16, 2016",41.7,10,14.6,6,93.9,78.1,25,0.458,59,0.407,24,0.271,16,0.813,13,12,200,101.5,23.5,8,14,67,11,7.6,5,0.424,25,0.24,6,50.0,33,0.503,10.8,8,34,0.529,18,0.657,23,"University of Dayton Arena, Dayton, Ohio",TULSA,Tulsa,66.4,Home,MICHIGAN,Michigan
2016-03-18-notre-dame,72.0,18,3.6,1,112.9,73.7,14,0.476,63,0.397,25,0.079,5,0.6,3,13,200,101.6,22.9,8,14,63,11,16.1,10,0.429,27,0.37,10,40.7,22,0.482,8.4,6,36,0.417,15,0.639,23,"March 18, 2016",48.0,12,22.2,8,101.6,77.1,27,0.674,43,0.581,25,0.349,15,0.8,12,11,200,112.9,26.3,5,9,70,6,4.8,3,0.349,15,0.533,8,59.3,32,0.698,23.2,15,28,0.607,17,0.667,22,"Barclays Center, Brooklyn, New York",MICHIGAN,Michigan,61.8,Home,NOTRE-DAME,Notre Dame
2016-03-18-michigan-state,48.5,16,16.7,5,117.4,68.0,17,0.653,59,0.559,33,0.356,21,0.619,13,9,200,130.4,29.0,9,13,90,15,8.7,6,0.322,19,0.579,11,46.4,26,0.652,12.8,10,40,0.55,22,0.735,25,"March 18, 2016",66.7,20,5.0,2,130.4,71.0,22,0.657,54,0.556,30,0.278,15,0.667,10,6,200,117.4,32.0,8,22,81,2,8.7,6,0.444,24,0.458,11,53.6,30,0.663,18.8,14,30,0.633,19,0.829,29,"Scottrade Center, St. Louis, Missouri",MICHIGAN-STATE,Michigan State,68.6,Away,MIDDLE-TENNESSEE,Middle Tennessee
2016-03-17-purdue,30.0,9,0.0,0,100.0,73.7,28,0.448,77,0.39,30,0.364,28,0.571,16,4,250,102.4,24.1,13,22,85,12,15.7,13,0.351,27,0.333,9,44.6,41,0.471,6.3,6,50,0.42,21,0.882,30,"March 17, 2016",65.4,17,14.0,7,102.4,75.9,41,0.492,62,0.419,26,0.452,28,0.786,22,9,250,100.0,26.3,10,23,83,5,2.4,2,0.452,28,0.321,9,55.4,51,0.551,19.5,18,34,0.5,17,0.743,26,Midwest - First Round,PURDUE,Purdue,66.6,Away,ARKANSAS-LITTLE-ROCK,Little Rock
2017-03-16-maryland,60.0,15,7.4,2,95.6,80.0,24,0.59,50,0.5,25,0.48,24,0.708,17,13,200,111.8,36.4,8,17,76,11,11.8,8,0.46,23,0.391,9,61.5,32,0.619,18.8,14,27,0.593,16,0.629,22,"March 16, 2017",59.1,13,11.1,3,111.8,63.6,14,0.472,54,0.407,22,0.352,19,0.737,14,9,200,95.6,20.0,6,19,65,6,10.3,7,0.5,27,0.259,7,38.5,20,0.516,15.0,11,27,0.556,15,0.727,24,"Amway Center, Orlando, Florida",MARYLAND,Maryland,67.7,Away,XAVIER,Xavier
2017-03-16-minnesota,67.9,19,9.7,3,107.5,88.9,24,0.543,58,0.483,28,0.466,27,0.667,18,4,200,120.9,34.5,10,20,81,12,6.0,4,0.224,13,0.538,7,60.7,34,0.572,9.1,7,45,0.467,21,0.886,31,"March 16, 2017",62.5,15,6.7,3,120.9,65.5,19,0.519,52,0.462,24,0.404,21,0.857,18,10,200,107.5,11.1,3,21,72,5,7.5,5,0.404,21,0.286,6,39.3,22,0.581,11.6,8,31,0.581,18,0.706,24,"BMO Harris Bradley Center, Milwaukee, Wisconsin",MINNESOTA,Minnesota,67.4,Away,MIDDLE-TENNESSEE,Middle Tennessee
2019-03-22-16-wisconsin,42.9,12,16.7,5,84.4,65.0,26,0.618,51,0.549,28,0.216,11,0.818,9,12,200,112.5,21.7,5,14,72,12,9.4,6,0.294,15,0.467,7,49.2,31,0.64,16.5,11,36,0.583,21,0.667,24,"March 22, 2019",45.0,9,2.8,1,112.5,78.3,18,0.383,60,0.333,20,0.217,13,0.615,8,11,200,84.4,35.0,14,15,54,5,12.5,8,0.5,30,0.2,6,50.8,32,0.408,16.5,13,30,0.467,14,0.676,23,"SAP Center, San Jose, California",WISCONSIN,Wisconsin,63.7,Away,OREGON,Oregon
2015-03-19-baylor,54.5,12,8.3,2,94.9,54.2,13,0.454,54,0.407,22,0.241,13,0.615,8,9,200,96.6,22.2,8,13,57,14,22.0,13,0.296,16,0.313,5,35.0,21,0.474,9.1,6,38,0.447,17,0.735,25,"March 19, 2015",73.7,14,2.6,1,96.6,77.8,28,0.523,43,0.442,19,0.302,13,0.846,11,10,200,94.9,45.8,11,13,56,3,3.4,2,0.442,19,0.368,7,65.0,39,0.569,30.1,21,24,0.5,12,0.706,24,"Jacksonville Veteran's Memorial Arena, Jacksonville, Florida",BAYLOR,Baylor,58.7,Away,GEORGIA-STATE,Georgia State
2015-03-19-alabama-birmingham,50.0,12,17.6,9,85.7,58.1,25,0.415,65,0.369,24,0.108,7,0.714,5,9,200,84.3,21.4,9,15,59,3,12.9,9,0.354,23,0.261,6,40.0,34,0.432,13.9,11,42,0.429,18,0.735,25,"March 19, 2015",37.5,9,11.9,5,84.3,78.6,33,0.37,69,0.348,24,0.159,11,0.818,9,15,200,85.7,41.9,18,10,60,14,10.0,7,0.261,18,0.167,3,60.0,51,0.404,15.0,13,51,0.412,21,0.571,20,"KFC Yum! Center, Louisville, Kentucky",IOWA-STATE,Iowa State,69.8,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
2015-03-20-oklahoma-state,37.9,11,19.4,6,102.8,77.4,24,0.613,53,0.547,29,0.34,18,0.778,14,9,200,111.3,8.7,2,12,79,8,12.7,9,0.358,19,0.368,7,48.1,26,0.642,16.5,12,34,0.647,22,0.743,26,"March 20, 2015",40.7,11,0.0,0,111.3,91.3,21,0.533,60,0.45,27,0.217,13,0.692,9,14,200,102.8,22.6,7,17,73,9,11.3,8,0.483,29,0.345,10,51.9,28,0.552,15.4,12,31,0.548,17,0.562,18,"CenturyLink Center, Omaha, Nebraska",OKLAHOMA-STATE,Oklahoma State,71.4,Away,OREGON,Oregon
2015-03-19-butler,41.2,7,14.3,5,88.9,93.5,29,0.4,50,0.34,17,0.24,12,0.667,8,14,200,76.2,30.3,10,22,48,11,6.3,4,0.38,19,0.316,6,60.9,39,0.431,21.3,15,31,0.355,11,0.588,20,"March 19, 2015",68.8,11,12.9,4,76.2,69.7,23,0.375,48,0.333,16,0.583,28,0.714,20,10,200,88.9,6.5,2,13,56,6,7.9,5,0.271,13,0.308,4,39.1,25,0.457,7.7,5,35,0.343,12,0.697,23,"CONSOL Energy Center, Pittsburgh, Pennsylvania",TEXAS,Texas,62.5,Home,BUTLER,Butler
2016-03-17-baylor,53.8,14,7.7,4,111.9,65.9,27,0.582,49,0.531,26,0.592,29,0.759,22,6,200,117.9,33.3,8,17,79,12,4.5,3,0.327,16,0.313,5,53.8,35,0.629,16.3,12,33,0.636,21,0.793,23,"March 17, 2016",53.3,16,6.1,2,117.9,66.7,16,0.485,68,0.441,30,0.221,15,0.6,9,12,200,111.9,34.1,14,24,75,5,13.4,9,0.235,16,0.375,6,46.2,30,0.499,7.4,6,52,0.462,24,0.647,22,"Dunkin' Donuts Center, Providence, Rhode Island",BAYLOR,Baylor,67.0,Away,YALE,Yale
2016-03-18-texas,33.3,7,9.1,3,110.8,73.3,22,0.581,43,0.488,21,0.744,32,0.781,25,12,200,115.4,13.0,3,18,75,11,3.1,2,0.465,20,0.4,8,47.2,25,0.644,14.9,10,23,0.565,13,0.657,23,"March 18, 2016",40.0,10,17.4,4,115.4,87.0,20,0.527,56,0.446,25,0.321,18,0.722,13,13,200,110.8,26.7,8,24,72,6,3.1,2,0.411,23,0.391,9,52.8,28,0.558,11.1,8,33,0.485,16,0.606,20,West - First Round,TEXAS,Texas,64.9,Away,NORTHERN-IOWA,Northern Iowa
2016-03-17-texas-tech,56.0,14,5.6,2,91.0,83.3,25,0.578,51,0.49,25,0.314,16,0.75,12,10,200,106.0,18.5,5,14,71,9,14.9,10,0.333,17,0.529,9,52.6,30,0.606,18.3,13,34,0.471,16,0.688,22,"March 17, 2016",56.0,14,11.8,4,106.0,81.5,22,0.528,54,0.463,25,0.167,9,0.444,4,13,200,91.0,16.7,5,16,61,8,11.9,8,0.333,18,0.389,7,47.4,27,0.523,19.5,14,36,0.5,18,0.594,19,"PNC Arena, Raleigh, North Carolina",TEXAS-TECH,Texas Tech,66.9,Away,BUTLER,Butler
2016-03-18-west-virginia,70.6,12,8.3,3,78.9,59.5,22,0.373,55,0.309,17,0.709,39,0.744,29,5,200,98.6,25.0,10,25,70,14,21.1,15,0.418,23,0.304,7,41.6,32,0.476,7.7,6,32,0.313,10,0.848,28,"March 18, 2016",50.0,8,21.9,7,98.6,75.0,30,0.337,52,0.308,16,0.519,27,0.778,21,9,200,78.9,40.5,15,27,56,3,7.0,5,0.308,16,0.188,3,58.4,45,0.432,25.6,22,36,0.361,13,0.743,26,"Barclays Center, Brooklyn, New York",WEST-VIRGINIA,West Virginia,70.7,Away,STEPHEN-F-AUSTIN,Stephen F. Austin
2017-03-14-kansas-state,56.0,14,3.2,1,130.1,68.4,13,0.557,53,0.472,25,0.604,32,0.906,29,14,200,120.5,21.4,6,25,88,11,11.0,8,0.509,27,0.333,9,40.4,19,0.645,14.1,11,26,0.615,16,0.576,19,"March 14, 2017",58.1,18,11.5,3,120.5,78.6,22,0.723,47,0.66,31,0.766,36,0.75,27,13,200,130.1,31.6,6,26,95,11,8.2,6,0.34,16,0.375,6,59.6,28,0.741,19.3,15,31,0.806,25,0.618,21,"University of Dayton Arena, Dayton, Ohio",WAKE-FOREST,Wake Forest,73.2,Home,KANSAS-STATE,Kansas State
2017-03-17-cincinnati,47.6,10,6.3,2,127.1,66.7,14,0.454,54,0.389,21,0.278,15,0.8,12,14,200,103.4,25.0,7,19,61,11,11.9,7,0.333,18,0.389,7,42.9,21,0.499,10.4,7,36,0.389,14,0.6,21,"March 17, 2017",37.0,10,11.1,4,103.4,75.0,21,0.686,43,0.628,27,0.512,22,0.727,16,5,200,127.1,33.3,7,12,75,6,6.8,4,0.256,11,0.455,5,57.1,28,0.702,16.0,10,32,0.688,22,0.857,30,"Golden 1 Center, Sacramento, California",KANSAS-STATE,Kansas State,58.8,Home,CINCINNATI,Cincinnati
2017-03-17-michigan,48.6,17,11.1,3,133.3,88.0,22,0.602,64,0.547,35,0.25,16,0.875,14,13,200,131.9,48.0,12,22,91,10,4.3,3,0.25,16,0.438,7,68.0,34,0.635,12.3,10,48,0.583,28,0.606,20,"March 17, 2017",65.5,19,12.5,6,131.9,52.0,13,0.661,56,0.518,29,0.393,22,0.818,18,11,200,133.3,12.0,3,14,92,7,7.2,5,0.518,29,0.552,16,32.0,16,0.692,5.7,4,27,0.481,13,0.694,25,"Bankers Life Fieldhouse, Indianapolis, Indiana",OKLAHOMA-STATE,Oklahoma State,68.5,Home,MICHIGAN,Michigan
2018-03-15-12-rhode-island,41.4,12,10.2,5,105.1,72.3,34,0.449,69,0.42,29,0.348,24,0.667,16,14,225,98.7,40.0,16,18,78,10,5.1,4,0.29,20,0.2,4,57.5,50,0.485,15.0,14,49,0.51,25,0.562,18,"March 15, 2018",53.3,16,10.2,5,98.7,60.0,24,0.461,77,0.39,30,0.26,20,0.6,12,7,225,105.1,27.7,13,17,83,7,5.1,4,0.364,28,0.393,11,42.5,37,0.48,6.5,6,49,0.388,19,0.788,26,"CONSOL Energy Center, Pittsburgh, Pennsylvania",OKLAHOMA,Oklahoma,70.2,Home,RHODE-ISLAND,Rhode Island
2018-03-16-21-texas-christian,38.1,8,16.1,5,83.9,79.3,23,0.395,57,0.368,21,0.263,15,0.8,12,13,200,91.9,30.3,10,18,57,11,9.7,6,0.246,14,0.214,3,53.2,33,0.444,8.6,6,43,0.419,18,0.629,22,"March 16, 2018",73.7,14,9.3,4,91.9,69.7,23,0.427,48,0.396,19,0.354,17,0.647,11,12,200,83.9,20.7,6,16,52,6,4.8,3,0.354,17,0.176,3,46.8,29,0.464,19.0,13,31,0.516,16,0.636,21,"Little Caesars Arena, Detroit, Michigan",TEXAS-CHRISTIAN,TCU,61.6,Away,SYRACUSE,Syracuse
2018-03-16-16-nevada,38.7,12,11.8,4,116.0,85.3,29,0.545,67,0.463,31,0.269,18,0.556,10,15,225,110.7,25.7,9,16,83,10,5.3,4,0.358,24,0.458,11,55.1,38,0.549,9.6,8,43,0.465,20,0.559,19,"March 16, 2018",56.3,18,14.0,6,110.7,74.3,26,0.595,63,0.508,32,0.317,20,0.6,12,7,225,116.0,14.7,5,17,87,7,2.7,2,0.46,29,0.379,11,44.9,31,0.6,8.9,7,34,0.618,21,0.8,28,"Bridgestone Arena, Nashville, Tennessee",TEXAS,Texas,66.2,Home,NEVADA,Nevada
2019-03-22-21-iowa-state,52.2,12,6.5,2,93.7,80.0,24,0.44,58,0.397,23,0.241,14,0.786,11,14,200,98.4,34.3,12,12,62,11,11.1,7,0.345,20,0.25,5,55.4,36,0.48,13.5,10,38,0.474,18,0.588,20,"March 22, 2019",39.1,9,5.3,2,98.4,65.7,23,0.491,53,0.434,23,0.189,10,0.7,7,12,200,93.7,20.0,6,15,59,6,14.3,9,0.415,22,0.273,6,44.6,29,0.511,16.1,11,31,0.548,17,0.657,23,"BOK Center, Tulsa, Oklahoma",IOWA-STATE,Iowa State,62.7,Away,OHIO-STATE,Ohio State
2019-03-22-14-kansas-state,45.5,10,3.1,1,97.0,65.7,23,0.53,50,0.44,22,0.38,19,0.895,17,5,200,106.1,28.6,8,13,70,13,13.6,9,0.46,23,0.391,9,49.2,31,0.593,18.2,13,27,0.481,13,0.861,31,"March 22, 2019",45.5,10,3.7,1,106.1,71.4,20,0.441,59,0.373,22,0.254,15,0.8,12,9,200,97.0,34.3,12,18,64,4,7.6,5,0.458,27,0.296,8,50.8,32,0.484,16.5,13,32,0.438,14,0.735,25,"SAP Center, San Jose, California",KANSAS-STATE,Kansas State,65.6,Away,CALIFORNIA-IRVINE,UC-Irvine
2015-03-20-dayton,45.0,9,5.3,1,97.1,88.9,24,0.424,59,0.339,20,0.119,7,0.429,3,12,200,77.9,22.2,8,20,53,6,5.9,4,0.441,26,0.385,10,50.8,32,0.425,20.5,16,33,0.303,10,0.647,22,"March 20, 2015",50.0,9,12.1,4,77.9,77.8,28,0.524,42,0.429,18,0.714,30,0.733,22,8,200,97.1,11.1,3,14,66,11,11.8,8,0.548,23,0.348,8,49.2,31,0.587,17.9,12,19,0.526,10,0.771,27,"Nationwide Arena, Columbus, Ohio",PROVIDENCE,Providence,67.8,Home,DAYTON,Dayton
2015-03-20-san-diego-state,22.2,6,6.5,2,113.4,66.7,24,0.483,59,0.458,27,0.186,11,0.636,7,12,200,95.5,21.2,7,21,64,9,10.4,7,0.288,17,0.176,3,44.9,31,0.498,13.5,10,42,0.571,24,0.636,21,"March 20, 2015",48.0,12,7.1,3,95.5,78.8,26,0.557,53,0.472,25,0.566,30,0.567,17,8,200,113.4,33.3,12,12,76,8,7.5,5,0.415,22,0.409,9,55.1,38,0.565,15.3,12,31,0.516,16,0.771,27,"Spectrum Center, Charlotte, North Carolina",ST-JOHNS-NY,St. John's (NY),67.2,Home,SAN-DIEGO-STATE,San Diego State
