Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
Loyola-MD,14.1,0.299,15.6,0.3,54.8,0.476,53,0.461,18.4,19,22.5,22.5,0.69,11.9,13.6,66.5,10.9,10.9,20.6,19.5,0.657,0.667
LSU,21.2,0.356,17.7,0.315,59.3,0.469,57.5,0.469,18.8,17.8,19.8,21.8,0.625,14.4,15.2,71.7,11.7,11.1,22.6,22.9,0.613,0.667
Maine,17.6,0.292,19.1,0.354,56.1,0.488,58.8,0.459,18.6,16.1,18.7,20.1,0.653,15,11.8,70.2,9.7,9.9,24,23.2,0.345,0.462
Manhattan,16.8,0.336,15.8,0.349,47.1,0.447,48.1,0.432,21.1,20.2,21.5,22.4,0.662,16.2,14.6,64.4,8.9,9,20,20.4,0.438,0.417
Marist,18.4,0.346,17.6,0.367,53.9,0.466,58.1,0.477,17.1,19.3,21.3,18.6,0.648,14.3,13,70,8.4,10,22.3,24.5,0.323,0.455
Marquette,14.2,0.296,19.7,0.323,52.7,0.516,54.9,0.449,16.8,18.7,21.6,17.4,0.73,13.5,12.5,65.9,10.3,9.9,21.8,18,0.743,0.6
Marshall,20.4,0.309,17.2,0.371,55.8,0.491,58.5,0.473,19.4,20.6,25.1,22.5,0.594,15.9,13.3,71,13,11.2,21.4,21.4,0.387,0.455
Maryland,17,0.339,20.1,0.303,55.9,0.519,59.2,0.427,16.7,16.2,19.3,17.6,0.679,15,10.6,69.2,10.6,9.2,27,19.2,0.658,0.5
Maryland BC,19.9,0.339,19.2,0.309,56.6,0.442,54.3,0.538,20.1,16.4,17,23.9,0.627,14.6,13.8,69.8,9.5,9.6,21.1,24.6,0.233,0.429
Maryland ES,16.1,0.272,18.4,0.363,53.8,0.393,53.5,0.534,16.5,16.4,19,17.8,0.632,15.3,13.9,67,10.9,9.1,18.8,22.4,0.071,0.222
McNeese St,15.6,0.319,17,0.328,59.3,0.439,58.6,0.486,17.3,15.9,18,21,0.648,12.1,12.8,69.2,10.8,11.9,21.4,24.8,0.393,0.636
Memphis,16.4,0.372,17.2,0.33,57.5,0.511,56.6,0.438,18.1,18.7,21.4,19.8,0.66,14.5,15.4,71.7,10.7,9.5,23.9,20.3,0.861,0.833
Mercer,20.6,0.354,18.7,0.346,51.5,0.484,50.9,0.437,18.1,17.4,18.4,20.5,0.76,12.4,13.8,64.8,7.9,9.6,20.9,20.8,0.647,0.333
Miami (FL),19.5,0.362,19.3,0.326,54.7,0.506,55.2,0.44,14.6,17.3,18.9,15.6,0.684,10.7,11.8,65.4,9,8.9,23.9,20.8,0.806,0.625
Miami (OH),17.1,0.324,19.5,0.375,51.5,0.481,51.5,0.527,18,16.9,18.6,19.3,0.682,14.4,15.1,66.9,7.6,8.9,18.9,22.5,0.267,0.25
Michigan,19.8,0.377,19.1,0.322,58,0.533,56.6,0.477,12.7,15.3,16.2,12.6,0.702,9.4,12.1,65.9,9.1,8.9,23.1,21.1,0.811,0.667
Michigan St,14.4,0.341,18.3,0.301,53,0.504,53.5,0.443,16.2,16.9,19.4,17.3,0.708,13.3,12.3,65.5,10.1,8.4,24.1,19.3,0.743,0.615
*Middle Tenn,14.1,0.378,15.9,0.303,53.9,0.492,50.1,0.439,20.6,19.6,22.3,21.4,0.696,13.6,15.6,67.3,10.8,8.7,23.4,19.1,0.824,0.75
Minnesota,16.1,0.337,18.5,0.339,54.1,0.488,53.3,0.428,17.8,19.1,22.5,19.6,0.685,13.7,12.9,65.8,12.8,9.5,22.6,17.1,0.618,0.5
Miss State,16.6,0.284,21.5,0.333,52.3,0.455,59,0.5,16.2,18,21.3,15.3,0.657,17.1,15.3,70.3,9.2,11.1,21.2,23.1,0.313,0.4
Miss Val St,19.9,0.303,15.5,0.354,57.3,0.405,56.6,0.509,20.1,20.4,22.6,24.4,0.648,15.3,15.8,72.9,10.4,11.1,19.8,24.6,0.179,0.111
Mississippi,20.4,0.324,21.4,0.312,61.9,0.494,59,0.462,16.8,20.2,24.1,18.3,0.678,11.4,15.3,73.3,11.2,9.9,23.9,24,0.75,0.5
Missouri,18.7,0.339,20.7,0.332,59.3,0.514,59.3,0.441,16.7,17.9,20.8,17.6,0.744,13,12.1,70.4,12,9.1,25.6,19.1,0.677,0.333
Missouri St,17.9,0.288,17.3,0.339,51.3,0.458,50,0.525,17.7,17,17.6,19,0.671,10.3,12,62.3,7.9,8.4,19.1,23.8,0.29,0.5
Monmouth,17.6,0.31,20.8,0.36,58.1,0.435,54.1,0.522,20.4,18,18.7,22.5,0.706,14.8,18,72.8,8.7,10.3,19.2,24.8,0.323,0.625
Montana,18.3,0.364,16.3,0.333,50.6,0.52,54,0.48,17.2,16.9,20.6,19.4,0.765,12.5,11.9,66.3,6.3,9,22.1,21.3,0.767,0.875
Montana St,20.1,0.333,19.1,0.391,56.5,0.465,52.5,0.537,17.9,17.8,21.1,20.8,0.723,11.5,14.2,68.7,9.3,8,20,24.3,0.393,0.636
Morehead St,18.6,0.312,17.2,0.36,57.1,0.485,49.9,0.518,24.9,18.4,22.3,29.6,0.699,17.5,16.5,72.5,12.4,8.2,20.6,19.6,0.419,0.556
Morgan St,14.3,0.292,17.3,0.306,56.5,0.498,56.3,0.451,17.7,18.3,22.1,21.5,0.589,15.2,14.9,70.2,12.2,10.9,21.4,20.9,0.531,0.462
Mt St Marys,25.3,0.338,12.6,0.391,56.7,0.503,52.2,0.548,19.5,17.1,18.1,20,0.697,12.4,16.3,69.2,8.8,8.5,18.4,23.3,0.563,0.571
Murray St,22.9,0.351,18.1,0.335,54.8,0.522,56.4,0.47,17.5,20.1,21.4,18.9,0.69,14,13.7,69.4,9.5,9.8,22.4,20.9,0.655,0.444
N Arizona,17.3,0.327,19.1,0.366,56.4,0.485,56,0.522,17.4,17.1,17.7,21.7,0.675,14.3,14.1,71.3,7.9,9.2,21.3,24.5,0.344,0.455
N Carolina,19.9,0.372,19.5,0.344,64.3,0.463,60.1,0.463,15,16.5,18.1,16.3,0.677,12.4,15.4,73.2,11.8,10.3,23.3,24.4,0.686,0.667
N Colorado,17.9,0.371,20,0.356,54.2,0.492,54.4,0.527,17.7,15.9,18,18.1,0.676,13.3,12.5,66.9,9.3,8.4,21.7,20.9,0.379,0
N Dakota St,19.2,0.358,16.5,0.324,52.5,0.523,50.2,0.423,16,15,14.9,17.8,0.718,11.2,11.2,62.5,8.3,7.1,23.8,20.3,0.688,0.6
N Florida,22.7,0.342,14.1,0.349,54.4,0.502,57.5,0.47,17.6,16,16.2,21,0.665,14.6,12.3,67.7,9.3,12,20.7,21.7,0.387,0.333
N Hampshire,20.1,0.305,16.8,0.279,53.6,0.429,53.8,0.475,17.1,17.2,18.6,19.5,0.641,12,12.1,66.1,8.5,9.1,22.3,24.8,0.286,0.25
N Illinois,16.5,0.278,19.2,0.341,51.9,0.388,46.1,0.496,20.8,16.8,18.6,23.9,0.654,14.6,14.1,64.4,10.3,7.8,19.4,22.5,0.138,0.125
N Iowa,21.2,0.36,18.5,0.346,51.7,0.488,53.2,0.475,14.7,17.3,17,14.1,0.762,12.5,13.2,65.6,6.8,7.5,22.8,22.1,0.571,0.364
N Kentucky,22.9,0.331,17.1,0.335,50.5,0.468,48.9,0.495,15.8,15.7,14.3,17.4,0.703,11.4,12.7,61.4,7.2,8.6,19.2,22.3,0.407,0.444
N Mex State,12.4,0.318,16.5,0.339,52,0.498,55.8,0.432,15.1,20.3,24.4,17.1,0.657,14.4,12.2,67,11,9.2,24,19.3,0.677,0.6
Navy,17,0.321,19.9,0.319,51.6,0.422,49,0.507,16.9,15.5,14.4,18.8,0.62,11.2,13.1,62.1,7.1,9.5,19.1,23.6,0.233,0.167
*NC A&T,19.1,0.307,20.2,0.32,51.6,0.454,53,0.434,19.4,18.6,22,21.8,0.656,15.2,15.7,68.5,9,10.3,22.5,22.7,0.528,0.583
NC Central,15.1,0.336,17.9,0.304,48.1,0.488,50.4,0.457,17.8,18.7,21.9,19.6,0.737,14.7,14.7,65.4,7.7,9,21.6,19,0.679,0.714
NC State,13.5,0.391,19.8,0.302,56.8,0.528,61.3,0.475,15.6,18.3,23.2,17.7,0.681,12.4,11.4,70.4,9.9,10.7,24.1,19.9,0.686,0.5
NC-Asheville,14.3,0.326,18.2,0.331,56.6,0.485,57.8,0.495,16.3,18.2,21.6,19.2,0.724,14.3,14.4,70.9,10.2,10.6,22.1,22,0.448,0.333
NC-Grnsboro,21.1,0.338,17.8,0.362,60.7,0.45,54,0.482,22.2,17.4,20.4,28,0.675,12.7,13.8,72.8,10.2,8.4,23.2,26.3,0.241,0.2
NC-Wilmgton,15.9,0.335,16.9,0.333,54.2,0.451,55.9,0.503,18.2,16.3,19.9,21.2,0.646,14.3,11.7,67.6,10.4,10,21.8,23,0.31,0.375
Neb Omaha,16.8,0.365,21.4,0.384,57.5,0.502,62.3,0.547,17,16,16.6,18.1,0.699,14.3,12.5,72.3,7.1,11.4,20.6,24.3,0.345,0.75
Nebraska,16.3,0.307,16.1,0.334,52.8,0.451,51.4,0.48,17.3,14.8,15,20,0.692,10.7,11.2,63.2,7.7,8.4,20.7,24.2,0.455,1
Nevada,19.2,0.309,18.8,0.374,53.6,0.478,55,0.495,19,19,22.4,22.1,0.726,12.6,12.5,68.7,8.2,9.3,20.8,23.1,0.367,0.625
New Mexico,18,0.351,21.7,0.346,51.9,0.461,55.6,0.421,15.4,19.7,23.7,14.3,0.721,11.5,12.7,66.3,8.3,8.7,24.1,21.8,0.829,0.8
New Orleans,11.9,0.271,17.2,0.381,55.6,0.461,58.3,0.527,20.9,18.9,21.5,24.2,0.658,17.9,15.5,75.1,8.1,10.9,20.1,24.2,0.182,1
Niagara,22.4,0.327,19.7,0.365,60.1,0.479,54.9,0.5,19.8,18.4,22.8,22.3,0.691,11.5,15.8,71.6,10.8,9.6,20.6,23.5,0.576,0.643
Nicholls St,17.4,0.305,14.9,0.365,54.2,0.501,55.4,0.511,18.8,18.9,21.7,21.7,0.668,13.8,14.2,69.8,8.7,10,19.2,22.9,0.3,0.364
NJIT,17.1,0.358,19.1,0.333,56.6,0.423,56.3,0.425,20.4,19.2,23.4,23.5,0.675,15.1,14.9,71.7,11.3,10.4,23.6,22.9,0.48,0.462
Norfolk St,16,0.325,17.6,0.293,56.1,0.452,56.8,0.453,18.7,17.8,22.4,21.8,0.646,14.6,15.2,70.6,10.7,11.7,22.6,23,0.636,0.778
North Dakota,17.9,0.332,17.9,0.338,55.4,0.457,56.9,0.484,17.1,18.3,20.2,19.2,0.71,12.7,13.4,69.2,8.5,10.1,21.9,23.5,0.452,0.5
North Texas,12.1,0.286,17.7,0.357,55.4,0.449,58,0.453,17.4,18.3,23,19.9,0.707,14.1,12.6,70.1,10,10.3,23.2,21.6,0.367,0.5
Northeastrn,18.8,0.371,18.1,0.332,52.5,0.483,54.5,0.534,15.3,17.9,20.4,15.8,0.753,12.9,14.6,66.5,8.6,10.1,18.5,20.8,0.606,0.765
Northwestern,22.2,0.34,16.4,0.347,51.5,0.447,52.8,0.465,16.6,17.4,17.4,20,0.679,10.7,11.8,63.3,7.3,10.7,20,23.6,0.406,0.667
Notre Dame,17.6,0.37,16.8,0.325,55.1,0.506,57.5,0.459,14.1,17.3,17.7,14.1,0.709,11.2,10.2,65.5,9.3,8.9,23.7,20.3,0.714,0.8
NW State,18.2,0.31,15.5,0.339,61.1,0.5,60,0.468,19.8,20.1,24.6,24.3,0.691,14,15.9,74.7,11.9,13,22.5,23.6,0.679,0.75
Oakland,20.7,0.347,21.8,0.365,57.3,0.477,54.8,0.585,18.5,18.3,23.3,18.6,0.708,12,14.2,70.4,9.7,7.7,19.8,23.5,0.452,0.7
Ohio,22.5,0.351,15.3,0.33,56.1,0.543,51.4,0.465,19.7,17.1,17.6,23.6,0.699,12.6,17.4,69.8,7.6,9.9,20.6,22.1,0.706,0.75
Ohio State,17.2,0.356,19.2,0.324,55.6,0.494,53.1,0.436,15.9,17,19.7,15.7,0.708,10.4,13.3,65.9,9.3,8.2,23.8,21,0.784,0.5
Oklahoma,15.4,0.323,19.5,0.329,57.7,0.476,56.7,0.466,17.4,18.1,20.4,17.9,0.757,11.8,13.2,68.8,10.2,9.8,23.3,21.8,0.625,0.444
Oklahoma St,17.6,0.316,19.1,0.323,56.2,0.495,55.7,0.424,18.1,19.6,22.8,19.5,0.746,12.5,14.8,70,9.5,9.8,24.2,22.4,0.727,0.75
Old Dominion,16.9,0.273,18.9,0.391,57.6,0.466,53.7,0.488,19.2,18,19.9,21,0.661,13.7,13.5,67.8,13,9.4,21.1,21.5,0.167,0.091
Oral Roberts,13.1,0.345,16.5,0.354,55.1,0.493,57.9,0.478,16.6,18.4,20.9,15.9,0.736,13.8,12.6,68.5,10.1,9.8,22.7,19.3,0.559,0.3
Oregon,15.6,0.333,16.4,0.334,57,0.491,55.1,0.449,17.6,18.7,21.9,18.4,0.705,15,15.4,71.4,11,7.9,24.1,20.7,0.757,0.7
Oregon St,16,0.364,18.7,0.344,58,0.478,59.6,0.471,15.8,18.3,21.5,17.9,0.67,13.5,12.2,70.5,10.7,10.2,23.4,21.7,0.438,0.222
Pacific,16.8,0.389,19.6,0.354,52.1,0.468,51.1,0.48,18.2,18,19.6,20.1,0.694,11.3,12.7,64.4,8.5,8.9,20.6,21.6,0.606,0.5
Penn State,17,0.296,19.3,0.344,53.9,0.441,50.4,0.48,21.9,18.6,20,25.8,0.696,12.3,11.4,66.7,9.1,7.4,22.2,22.6,0.323,0.429
Pepperdine,15.5,0.356,19.3,0.355,51.9,0.466,56.6,0.45,17.1,16.3,17.7,19.1,0.701,14.8,11.6,66.3,9.1,10.5,22.3,20.7,0.379,0.556
Pittsburgh,14.2,0.349,17.1,0.304,53.8,0.515,48.4,0.44,17.4,17.7,20.2,17.6,0.668,11.1,13.5,62.6,11.6,7.9,21.1,17.5,0.727,0.2
Portland,13.8,0.31,17.8,0.357,52.8,0.432,54.9,0.477,17.9,17.5,19.1,19.7,0.671,15.3,11.7,67,10.1,9.1,21.9,21.6,0.3,0.625
Portland St,14.1,0.372,16.2,0.369,55.3,0.476,55.7,0.534,16.6,15.8,17.6,18.5,0.74,11.9,11.2,66.8,8.7,8.9,19.4,21.3,0.231,0.2
Prairie View,14.5,0.259,19.6,0.314,59.9,0.42,54.6,0.469,20.4,18.5,19.5,23.9,0.616,14.8,14.5,70.3,13.6,10.1,21.8,22.5,0.387,0.417
Presbyterian,17.3,0.345,18.3,0.394,50.3,0.474,54.4,0.511,15.7,13.7,13.3,18.9,0.759,13.6,10.8,64.2,5.9,10.1,18.9,22.2,0.172,0.667
Princeton,16.6,0.403,13,0.338,48.6,0.5,48.2,0.468,16.4,16,16.8,18.1,0.72,12.2,12.6,61.5,7.5,7.6,20.1,19.3,0.593,0.375
Providence,17.6,0.31,16.7,0.296,57.3,0.457,56.2,0.469,17.1,19.5,21.4,18.6,0.702,12.7,13.2,68.1,12,10.1,22.2,21.7,0.559,0.5
Purdue,13.3,0.32,17.1,0.328,57.9,0.457,56.7,0.439,17.8,17.4,19.4,18.9,0.653,12.6,11.3,68.2,11.1,9.1,24,21.6,0.471,0.167
Quinnipiac,13.2,0.335,17.7,0.378,59.5,0.454,55.9,0.459,19.6,21.1,24.5,23.6,0.673,13.9,10.8,71.1,13.7,7,24.9,20.1,0.484,0.556
Radford,19.1,0.312,14.1,0.366,58.2,0.429,54.6,0.47,19.4,17.7,20.9,21.8,0.646,13.4,14.9,70.8,10.8,8.9,21.6,24.8,0.345,0.5
Rhode Island,19.6,0.322,17.8,0.342,53.1,0.446,53.8,0.475,19.3,18.1,19.1,21.5,0.671,12.1,12.6,66,8.5,10.3,20.3,24.1,0.276,0.4
Rice,22.5,0.334,16.3,0.367,52.6,0.445,49.8,0.555,19,15.5,14.8,23.3,0.723,10.7,13.4,64.7,5.1,10,17.2,26.4,0.138,0.25
Richmond,22,0.378,13.8,0.339,51.4,0.494,51.3,0.485,19.4,20.1,22.2,22.1,0.722,12.2,14.9,66.6,7.8,9.9,19.2,22.4,0.559,0.6
Rider,17.6,0.345,18,0.288,51,0.477,53.6,0.466,18.2,18.6,20.1,20.5,0.678,15.4,13.8,67.2,8.8,9.7,22.3,21.3,0.559,0.833
Rob Morris,22.5,0.381,17,0.332,54.6,0.467,49.5,0.511,19.6,18.1,20.2,22.7,0.749,12.8,16.3,68.2,8.8,8.5,18.8,21.3,0.686,0.727
Rutgers,13.5,0.357,19.2,0.322,54.5,0.47,53.5,0.477,19.5,17.1,17.7,21.3,0.699,13.8,12.7,66.4,9.9,10.2,21,19.1,0.484,0.7
S Alabama,17.6,0.324,16.3,0.33,54.9,0.446,56.9,0.457,18.9,20.6,24.9,21.4,0.718,15,14.2,70.4,11.7,10.6,22.7,22,0.552,0.692
S Car State,16.4,0.275,19.2,0.339,57.5,0.425,57.5,0.494,17.4,16.2,15.7,20.9,0.643,15.2,12.4,68.1,11.9,11.8,20.2,22.9,0.143,0.5
S Carolina,18.7,0.322,16.6,0.338,56.3,0.458,52.5,0.504,20,19.3,19.8,24.1,0.688,15.3,14.2,68.8,11.8,9.8,20.4,20.4,0.438,0.4
S Dakota St,19.8,0.389,19.6,0.358,54.6,0.505,55.8,0.498,14.2,17.2,18,13.6,0.773,10.6,11,65.7,8.1,7.6,23.5,21.4,0.688,0.4
S Florida,19.6,0.313,18,0.299,53.7,0.432,53.5,0.485,15.6,15.9,15.7,16.3,0.694,10.9,12,62.7,9.4,10.4,20.1,22.6,0.387,0.429
S Illinois,14.1,0.318,16.7,0.369,52.7,0.481,47.6,0.518,17.7,17.3,18,20.2,0.642,12.3,15.3,64.3,9.3,8,18,21.6,0.433,0.556
S Methodist,10.2,0.346,21.9,0.344,50.7,0.469,51.6,0.443,17.6,18.4,20.6,20.5,0.744,14.7,13.7,65.7,9.5,9.4,21.6,19,0.452,0.3
S Mississippi,17,0.374,23.9,0.329,54.6,0.518,51.6,0.478,19.4,17.7,19.9,20.9,0.688,14.7,16.1,68.3,10.7,9.1,21.5,18.4,0.714,0.8
S Utah,16.2,0.322,14.1,0.351,56.8,0.429,52.9,0.471,23.6,19,20.9,30.1,0.723,15.3,12,71.5,10.2,8.1,23.3,23.7,0.31,0.5
Sac State,16.5,0.33,20.8,0.354,53.1,0.441,54.3,0.488,15.7,17.1,19.8,15,0.73,11.2,12,64.7,8.8,9,21.1,22.2,0.444,0.546
Sacred Hrt,18.9,0.352,19,0.371,57.1,0.485,58.9,0.491,18.4,16.9,18.4,22.5,0.722,15.2,12.6,71.1,9.8,11,21.4,21.3,0.31,0.417
Saint Louis,17.7,0.34,13.5,0.331,51.8,0.5,51,0.441,17.2,20.3,22.8,17.9,0.704,11.5,15.3,66.5,7.5,8.4,22.2,21.9,0.8,0.5
Sam Hous St,19.6,0.322,15.3,0.312,55.1,0.405,48.9,0.471,21.6,18.9,20.8,24.2,0.662,13.2,14,66.4,11.5,8.3,22.5,23.3,0.452,0.385
Samford,17.4,0.364,17.8,0.359,50.1,0.487,51.5,0.508,16.8,16.2,15.7,18.9,0.667,13.1,12.5,63.6,6.9,9.5,19,21.6,0.323,0.357
San Diego,17.2,0.348,15.4,0.313,52.1,0.465,52.9,0.508,17.4,17.5,19.7,20,0.675,13.3,13.1,65.9,8.8,9.6,20.3,21.7,0.438,0.462
San Diego St,18.3,0.327,18.3,0.318,56.3,0.483,56.5,0.433,14.9,17.5,19.9,16.3,0.691,12.1,12.2,67.8,9.8,8.8,24,21.9,0.656,0.333
San Fransco,20.4,0.401,18.9,0.341,53.6,0.48,56.3,0.492,17.6,16.8,18.5,18.2,0.669,12,11.6,67.8,6.4,8.8,22.2,24.3,0.448,0.333
San Jose St,16.9,0.289,17.8,0.335,57.4,0.401,56.8,0.481,17.8,18.6,21,19.4,0.66,13.8,12.9,69.7,11.3,9.4,21.3,24.3,0.286,0.5
Santa Clara,21.8,0.358,15.9,0.343,57,0.489,54.7,0.458,19.9,18.1,21.1,23,0.738,12.6,14.5,69.6,10.5,9.9,21.9,22.4,0.667,0.5
Savannah St,13.1,0.29,12.9,0.288,49.6,0.453,47.8,0.436,18.7,16.8,17.5,21.7,0.604,17.4,16.6,65.6,9.6,9.2,20.4,20.3,0.531,0.429
SC Upstate,18.1,0.343,19.6,0.345,56.9,0.486,54.4,0.487,17,17.1,19.5,19.3,0.646,13.4,13.5,68.1,11.5,8.8,22.2,21.1,0.452,0.143
SE Louisiana,16.7,0.355,14.1,0.397,54,0.421,54,0.461,19.5,17.9,19.4,23.1,0.665,13,12.2,68.1,7.7,9.5,21.6,24.7,0.379,0.667
SE Missouri,19.7,0.393,19.7,0.326,56.4,0.5,62,0.445,18.7,17,18.8,21.8,0.695,12.8,10.5,70.2,8.4,12,24.9,22.2,0.484,0.4
Seattle,18.6,0.322,20.2,0.321,58.6,0.465,56.6,0.459,19.8,16.3,16.9,24.2,0.629,18.1,14.1,72.6,12,9.6,25.2,21.3,0.241,0
Seton Hall,21.5,0.367,17.1,0.34,51.6,0.486,54,0.446,18.8,17,17.8,21.1,0.658,15.5,12.7,66.6,9.1,10,22,21.1,0.455,0.6
Siena,17.2,0.337,20.7,0.331,51,0.438,58.2,0.482,15.7,17.5,19.4,16.1,0.672,15.3,11,66.4,9,10.6,21.1,20.4,0.25,0.5
SIU Edward,16.3,0.364,16.5,0.33,52.8,0.446,53.2,0.526,18.2,17.2,17.3,19.6,0.654,14.3,13.9,67.2,8.4,9,20.1,22.9,0.28,0.571
South Dakota,18.6,0.371,20.5,0.38,53.3,0.482,59.6,0.514,14.7,17.7,19.9,15.5,0.779,12,10.6,67.9,6.6,9.9,21.4,23.1,0.286,0.111
Southern,18.4,0.367,16.6,0.3,52.7,0.46,54.7,0.405,17.3,17.2,21.2,19.1,0.687,11,13.2,67,7,9.6,24,22.8,0.667,0.556
St Bonavent,19.5,0.375,19.7,0.37,54.4,0.49,54.1,0.494,19.7,20.2,21.7,22.3,0.763,13.6,14.6,69.3,8.8,10.1,20.3,21.2,0.483,0.417
St Fran (NY),20.9,0.329,17.3,0.332,59.6,0.48,55.7,0.513,18.9,17,18.8,21,0.665,12.3,13.4,69.5,11.2,9.9,20.7,22.8,0.4,0.444
St Fran (PA),20.5,0.348,17.8,0.375,52.7,0.457,53.6,0.514,18.5,15.7,16.6,21.3,0.687,14.4,12.6,67,7.9,9.4,18.7,22.8,0.172,0.429
St Johns,13.4,0.271,19.8,0.331,60.3,0.456,59.5,0.436,16.6,17,17.4,17.2,0.64,11.4,13.8,69.8,10.2,11.5,22.7,24.8,0.515,0.6
St Josephs,20.9,0.342,19.2,0.314,53.2,0.5,58.8,0.456,13.1,17.1,19.3,14,0.696,11.9,10.3,65.1,9.2,10.6,22.6,21.3,0.563,0.5
*St Marys,20.6,0.373,14.9,0.367,55.1,0.523,51.9,0.44,17.5,17.8,20.4,19.1,0.73,11.8,11.6,65.6,10.5,7.4,23.5,18.9,0.794,0.667
St Peters,14.6,0.336,17.2,0.35,54.4,0.441,50.6,0.489,18.9,15.5,16.5,21.1,0.592,12.9,14.2,66,9.1,8.8,19.2,23.3,0.3,0.667
Stanford,19.4,0.359,14.4,0.333,58.9,0.443,56.3,0.457,17.3,17.9,19.6,19,0.743,11.8,13.2,69.7,10.5,8.6,23.1,23.5,0.559,0.333
Ste F Austin,12,0.328,13,0.297,50.1,0.509,48.4,0.414,16,18,20.3,17.2,0.607,12.6,14,63.2,9.4,7,22.8,19.3,0.821,0.429
Stetson,21.3,0.348,20.4,0.332,53.9,0.528,59.7,0.513,16.6,16.3,18.8,17.3,0.707,15.9,12,70,8.4,10.2,23,20.7,0.467,0.429
Stony Brook,16.3,0.354,21.4,0.312,53.4,0.481,54.2,0.425,15.8,18,20.2,14.5,0.705,11.8,13.3,65.5,9.4,8.7,24.5,21.1,0.75,0.5
Syracuse,17.4,0.334,21.7,0.284,57.3,0.485,53.8,0.426,15.9,18.2,21.1,19.1,0.675,12.4,15.5,67.6,12.1,10.7,22.5,20.2,0.75,0.5
Temple,21.8,0.328,16.3,0.353,58.4,0.488,55.4,0.473,16.4,17.5,20.8,18.9,0.723,10.8,13.6,69,9.7,9.3,21.6,23.6,0.706,0.615
Tennessee,16.6,0.316,15,0.319,53.1,0.482,53.9,0.456,18.1,19.7,22.4,18.5,0.69,12.9,11.2,65.9,10.6,8.1,23.4,20,0.606,0.625
Texas,16.9,0.301,17.7,0.289,55.3,0.46,56.6,0.428,19.1,19.5,22.3,23.7,0.663,14.6,13,69.8,10.8,11,24.2,22.2,0.485,0.375
Texas A&M,14,0.356,18.7,0.336,52.8,0.471,51.7,0.459,17.2,17.3,17.4,18.4,0.704,13.3,13.8,64.8,9.6,9.3,20.4,19.5,0.546,0.429
Texas State,20.1,0.333,18.6,0.349,57.8,0.467,58.3,0.507,19.1,19,21.1,22,0.703,13.9,14.8,73.3,8.4,10.3,21.1,25.6,0.333,0.714
Texas Tech,16.7,0.288,18.1,0.375,55.2,0.479,54,0.511,19.2,18.9,21,22.2,0.667,14.7,14.6,69.8,9.9,9.7,19.6,22.4,0.355,0.333
TN Martin,16.7,0.327,19.7,0.359,57.2,0.409,56,0.533,21.3,18.6,21.6,25.1,0.74,14.8,13.5,71.7,10.4,9.9,21.1,24.2,0.25,0.571
TN State,18.6,0.334,19.4,0.332,55.3,0.483,56.3,0.498,19.3,19.6,22.1,22.2,0.747,15.2,13.7,70.7,10.5,9.7,22,20.9,0.516,0.4
TN Tech,18.6,0.308,18.1,0.341,52.2,0.474,51.6,0.512,21.1,18.6,19.9,23.7,0.704,15.9,14.2,67.1,10.7,9.6,19.7,20.9,0.37,0.5
Toledo,17.7,0.335,21.2,0.344,55.1,0.473,55.5,0.469,17.1,18.4,20.6,19.9,0.761,11.9,14.3,68.8,8,10.4,21,22.5,0.536,0.429
Towson,16.9,0.314,17.2,0.339,55.5,0.488,57.8,0.428,19.1,18.8,22.4,21.7,0.654,14.9,10.9,68.9,12.2,10,24.1,20.4,0.567,0.643
Troy,20.6,0.312,18.6,0.358,57.8,0.445,52.8,0.495,15.6,15.2,14.2,19.3,0.679,10.5,12.2,65.2,9.7,9.2,20.3,24.5,0.364,0.4
Tulane,18.5,0.35,17.9,0.337,53.8,0.452,51.8,0.523,16.9,20.8,25.1,17.4,0.727,12.4,13.5,66.8,10.7,7.3,21.1,20.9,0.559,0.5
Tulsa,17.9,0.329,20.2,0.342,52.8,0.482,55.5,0.458,19.8,19.3,23,22.9,0.664,14.8,12.9,70.2,8.3,9.2,23.8,22.7,0.5,0.714
TX A&M-CC,15.8,0.305,17.3,0.362,53.5,0.452,50.5,0.493,19.7,16.9,17.3,24,0.677,11.9,12.1,64.5,8.8,9.7,19.3,22.4,0.179,0.222
TX Christian,11.9,0.308,14.4,0.342,49,0.423,51.4,0.49,16.5,18.5,19.9,17.5,0.604,13.5,12.4,63,9.4,8.7,19.8,21.5,0.323,0.75
TX El Paso,15.8,0.351,15.2,0.34,49.1,0.496,52.8,0.449,17.1,18.8,20.9,18.3,0.676,12.4,12.4,64.2,6.9,9.9,21.3,20.7,0.563,0.333
TX Southern,25.1,0.356,16.3,0.317,56.9,0.507,58.6,0.445,16.4,16.7,17.7,17.5,0.636,11.9,11.6,67.8,9.7,10.4,23.1,22.5,0.548,0.375
TX-Arlington,16.7,0.342,22,0.318,55.1,0.443,52.1,0.443,20.8,18.2,20.1,22.8,0.652,14.7,15.2,68.5,11.1,9.5,23.5,21.9,0.576,0.625
